id,post,reply,comment,time_comment
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congrats Jeff and Blue Origin team,2021-07-23
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Together Team Blue I together are strong,2021-07-23
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Amazing Excited and happy for everyone one Congratulations,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Memorable and monumental Great job Blue Origin,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Massive fail Laughing stock of the world,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congrats Now pull your finger out and construct and launch New Glen,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Utmost Respect Gratification Appreciation Thank You,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulation Blue origin,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Super High Liquidity Product Service Ability to attract funds Great for Investment Attraction likewise Campaign Support Security,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,We went with you in spirit My goosebumps have yet to leave me,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,A Cofounder subsequently Qualifies me as an Agent Responsible Promoter Marketer Associate Planner Investor Stakeholder etc,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Great Day Dearest Blue Origin I m the Genuine US SpaceForce Cofounder Initiator Originator,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Spectacular Congratulations to the team for your brilliance and skills 🇺🇸,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Billionaire race for space blue origin is way too behind space x,2021-07-24
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,I was wondering how much the Stake s Worth hence the Value Creation,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations to Jeff and the whole Blue Origin team I’m looking forward to seeing Blue Origin go orbital,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Awesome I took this Picture That is so cool I am so glad to be apart of this Historical Moment Thank you,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congrats whole blue team,2021-09-07
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations It was so exciting to be in Van Horn to watch y’all take off into space,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations for what barely making it to the edge of space on a rocket that barely went Mach 3 and all you did was send some people up in free fall back down really didn t even make it to outer space SpaceX Rockets have sent men to the ISS space station and brought them back SpaceX has also put satellite in space and they re the reasons that reusable Rockets or even thought about All Jeff Bezos is is a man that likes to stop real sign by SpaceX is doing and taking away money NASA is trying to give them for real Space missions If I want a carnival ride to the edge of space I guess I would go to Jeff Bezos I wanted to make it to outer space to the moon and Beyond I would go with SpaceX Elon Musk crew,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Whats up cry babies Congratulations on winning the nasa contract,2021-08-17
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,You didnt give us any view of the Earth from the inside,2021-07-25
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Do something impressive Like actually go into orbit,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations to the Blue Origin Team What an awesome experience I remember teaching students about space and designing rockets and that after NASA decommisioned the shuttle program private citizens would be able to travel to space Now it has happened I hope those students they were watching,2021-07-23
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Your Da sells Avon,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,To the team blue I would also like to go to space with you,2021-07-23
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Can I make a reservation？,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Great innovation Congratulations,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Same to you and to great men Jeff B,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,can I please get one of your water bottles,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Blue origin all the way ♥️🥂,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations team Blue Origin！,2021-07-22
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations blue origin team 💙 fantastic job,2021-07-23
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Thanks for choosing Van Horn VHHS Alumni,2021-07-23
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,It s odd you can put a ship into space but can t manage a phone system for your Kent operations try getting through to a person no directory and the operator just hangs up after 60 secs,2021-08-17
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,You are awarded NASA contracts based on your credentials or lack thereof Not by filing lawsuit after lawsuit based on horse hockey You want to go to the moon Try getting into orbit or to the ISS first or actually delivering my Prime package on the next day,2021-08-17
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,PR Disaster Suing SpaceX Lol OMG Crazy,2021-08-17
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Yall lost get over it 😂,2021-08-17
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Næh Not a SpaceX 🤷‍♂️,2021-08-17
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,i hate Blue Origin,2021-08-21
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Can you please tell your boss to stop crying His bid sucked and space x is better Deal with it,2021-08-16
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,What s with the tantrum Jeff,2021-08-18
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Oh for God s sake give it up losers Call us when the BE 4 is actually working,2021-08-17
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Suing NASA what a crybaby Hopefully you get squashed and get to pay their legal fees,2021-08-17
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Who is New Glenn your orbital rocket Jeff Bezos,2021-08-16
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Really this is one sad guy And they still have not reached orbit Please can you guys just stop delaying everything cause your little mini me can get his way Or maybe nasa should just take dynetics and get it over and done with Blue origin is preventing civilization to move forward,2021-08-16
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Tory wants to know where his engines are Bozo,2021-08-19
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Let me guess You re suing nasa cause trump made them pick SpaceX during the Biden admin lmao Your days are numbered Jeff Washington Post is commiting fraud wire fraud federal mail fraud and stealing students federal aid at your for profit companies to fund your rockets That s right Jeff Bezos is stealing student aid money to fund his rockets His schools regularly cancel degree programs for a year and they charge you anyways Wait a year and all the sudden your degree program is back He s purposely causing drop outs and hoping they won t keep track of their student aid accounts,2021-08-17
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Because we want the man who has horrible working conditions at his warehouses to be the one running the space race,2021-08-15
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,,2021-08-13
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,You need to get rid of the host I couldn’t watch her after 10 mins yesterday you can certainly tell she is in sales,2021-07-21
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,How does everyone feel about the quality professionalism of the broadcast I know they are trying to make these podcasts entertaining to the general public but I felt that some of the jokes fell flat and were corny I actually preferred Gary Lai s commentary which was scientific and factual even though he was very quiet for the most part and might have come across as being a little bit dry,2021-07-21
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Simply Superb congratulations Ayaz Parwez from India email address parwezsir@rediffmail com,2021-07-22
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Also Admire the Parachute Symbol 🤷‍♂️ If any 🙂,2021-07-23
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Who’s Alan Shepard,2021-07-22
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Please check my YouTube video on blue origin vs virgin galactic,2021-07-22
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,i ❣️ It 💨,2021-07-22
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,nice,2021-08-17
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Yes,2021-07-21
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,You know what would be a blessing Delivering those missing engines to Tory 🙄,2021-07-21
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Congrats They almost look like twins love it,2021-07-21
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Terrific,2021-07-21
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Very nice,2021-07-22
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Amazon com Jeff Bezos Buy Inter Milan,2021-08-08
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Now what,2021-07-21
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Let s go to another planet to create Brand new civilization for mankind Ya NASA National Aeronautics and Space Administration Tesla Shareholders Club Virgin Galactic Blue Origin,2021-07-22
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Elon bezos,2021-08-17
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Is it possible to contact with you with avionic and other inventions,2021-08-11
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,,2021-07-22
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,i hate Blue Origin,2021-08-21
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Bezos is an leftist shole and you give him 100 millions,2021-07-21
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Awesomeness,2021-07-21
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Actually only the capsule made it past the Karman line the booster had separated earlier Making Jeff who Bezos the only man in history to just put the tip in,2021-07-22
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,How about instead of NewGlenn we name the next rocket NewMercury 😀,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Good afternoon Mr Bezos Thanks for all you do I have been a customer of Amazon for several years I saw your thank you to Amazon staff and customers without whom your recent trip to space would not have been possible I wanted to personally reach out to you to say that you are very welcome Keep up the great work,2021-07-21
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations The future has arrived,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,To Jeff Bezos Sir Richard Branson Elon Musk You three have become for the first time in my almost 72 years of living the only reason for true jealousy for great wealth for my first time Due to being in chronic pain the aftermath of saving some people s lives I have written called and texted NASA many times Always volunteering myself as a guinea pig for space medicine for relief of constant chronic pain If you ve ever experienced pain from an operation an accident etc then try to add to that experience of pain it never letting up and only growing thru time You nightly grind your teeth to stubs creating bills you can t pay for but you re also a guinea pig for chemistry experiments with companies Sometimes creating medicines like Oxycontin that can change your life for the better only to have it removed due to those who misuse them along with jaded politicians adding in their voices to piggy back themselves to so called experts or call themselves salvation s on a subject they know nothing about So I thank you for spending your money in a worthwhile project Having said that perhaps if you all paid some tax money maybe you could also improve here along with a future not for me but my grandchildren,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations everyone It was awesome to watch history being made,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Yea then the man made such an absurd statement on CNN to Anderson Cooper about moving industrial companies that pollute 🌎 to space so they can pollute space Let s surround us in pollution Crazy How are people even allowing this,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congrats to the whole team of New shepard ♥️ loved watching it Is there any media address by the crew that we can watch The livestreaming has stopped,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,And why is it such a big hurry all of a sudden to go to space when the earth is going to hell right now Just for someone s ego The amount of human and monetary capital wasted on something that could be pushed to the right for centuries is just blatantly stupid and asinine The Earth is our only survivable spot in the universe and is currently being abused by overpopulation and pollution at unsustainable levels The day of reckoning is generations away if not in this generation The pipe dream vision by Bezos Musk and Branson to populate unhospitable environments we will not see happen in a thousand years of effort It is like saying Star Wars will be reality Not,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations to Blue Origin and the New Shepard crew,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I love the sentimental connection to the launch date and the name of the capsule Respect to the space program of the past in many ways Here’s to fulfilling dreams,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,We did not make the drive but I have been up since 4 00 AM watching this thing This is in part of Rio Grand Electric Coops Service area,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Reminds me of that scene from Austin Powers What is it son I don t know sir it looks like a giant,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Awesome A great move forward for everyone even though some refuse to realize it 🙏🏼🇺🇸,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,So glad that Jeff Bezos s middle age crisis is still on display for the world to see Yes go to space on the back of his employees,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Watching live right now At least your live feed is working unlike virgins who s didn t start broadcasting until after the actual launch Good luck all 👍,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,BRAVO ❤ I think i ll take a ride to Space before I journey to The Next Universe c Beth Emerson The Next Universe the ultimate place The Next Universe you won t its gonna be better The Next Universe you won t need your sweater You won t need your books and you won t need those dirty looks cause The Next Universe is gonna be better YAY Congrats So Inpirational One World Spaceship Earth and its environs,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,After thanking Amazon workers for making this flight possible this richest man in the world Bezos maybe ought to look at paying and treating his employees better,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations Blue Origin That smile on Wally Funk s face was priceless too,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,The launch and landing were great New Shepard is a very powerful and impressive reusable rocket It opens a new era in Space exploration,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Not first in human in flight or space That belong to Yuri Gagarin on April 12 1961 Second was Alan Shepherd on May 5 1961 This brings discredit to Blue Origin in the fact they are falsifying history It is a false bravado that shows extreme egocentric thinking While they barely made it into space they are nowhere near the first with NASA alone having over 400 astronauts,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I ve been addicted to space travel since Sputnik days This was a fabulous site to witness via TV,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations on a most successful flight and all the hard work that went into making this happen,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Wow that was so AWESOME I watched the space launch from my office computer Congrats everyone ❤,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I’ll be watching the take off The capsule is too tiny hopefully they are vaccinated Fly away and have a safe trip and soft landing back to the ranch,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Good luck to you and your flight I would love to be a passenger in the next one,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,If you re starting a Trek to the Stars this was crying out for someone to step out of the caspule wearing Vulcan ears and give the salute 👩‍🚀👽,2021-07-21
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I think technically SpaceX Inspiration Crew 1 are actually going to be Astronauts 🤞💀,2021-08-03
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations to you all for an amazing textbook launch and landing Great job,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Most incredible thing I’ve ever seen and what a tribute to Wally to be part of it ❤️ he just made history and paving our future,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Bienvenidos Blue Origin Welcome to our beautiful desert We share in the excitement of your launch and travel into space and look forward to the future of space flight that you’re pioneering,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Historic moment Where will this lead us to in 50 years,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,The news anchors on CBS talked over the astronauts conversations Walter Cronkite knew the importance of listening,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,So great they this today Go Blue Origin,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Space is something i have always dreamed of since i was a small boy congrats,2021-07-20
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I just want to thank all of my Amazon employees who without their poverty level wages and substandard working conditions I could not have afforded my narcissistic billion dollar 4 minute space jaunt,2021-07-20
